created_at,text,user,retweet_count,favorite_count,followers,is_verified,clean_text,sentiment
Mon Mar 18 22:04:27 +0000 2024,People are not ready for what comes next. They won't let XRP go first.,xrpmickle,20,96,57352,,People are not ready for what comes next. They won't let XRP go first.,Neutral
Mon Mar 18 20:34:08 +0000 2024,"Note the xborder payment platform is under the B2B category (along w/ Corpay), and the DeFi infrastructure program is Metaco under the Decentralized Finance category.",WKahneman,51,192,80310,,"Note the xborder payment platform is under the B2B category (along w/ Corpay), and the DeFi infrastructure program is Metaco under the Decentralized Finance category.",Neutral
Mon Mar 18 20:29:18 +0000 2024,"IDC's ""Worldwide Blockchain Services 2024 Vendor Assessment"" for Accenture notes their many partnerships, including . Interesting they note Accenture not suited to smaller firms and startups.",WKahneman,35,153,80310,,"IDC's ""Worldwide Blockchain Services 2024 Vendor Assessment"" for Accenture notes their many partnerships, including . Interesting they note Accenture not suited to smaller firms and startups.",Neutral
Mon Mar 18 19:26:02 +0000 2024,"Partner Standard Chartered Expects Bitcoin BTC To Hit $250,000",XRPcryptowolf,16,54,403434,,"Partner Standard Chartered Expects Bitcoin BTC To Hit $250,000",Neutral
Mon Mar 18 19:15:06 +0000 2024,"Nothing will send this market to Jupiter like stablecoin regulations. ""Stablecoins in aggregate are only 10% of the mcap of , but 70% of volume""",subjectiveviews,54,200,17915,,"Nothing will send this market to Jupiter like stablecoin regulations. ""Stablecoins in aggregate are only 10% of the mcap of , but 70% of volume""",Positive
Mon Mar 18 19:12:10 +0000 2024,BLOCKWORKS DIGITAL ASSET SUMMIT LONDON TODAY !,ConnordzD,3,9,1164,,BLOCKWORKS DIGITAL ASSET SUMMIT LONDON TODAY !,Neutral
Mon Mar 18 17:54:35 +0000 2024,"""The next massive paradigm shift is tradfi interacting blockchain."" 's Markus Infanger  at Digital Assets Summit 2024 ",subjectiveviews,15,47,17915,,"""The next massive paradigm shift is tradfi interacting blockchain."" 's Markus Infanger at Digital Assets Summit 2024",Positive
Mon Mar 18 16:23:26 +0000 2024,"Ripple/XRP-CFTC-USDTether Not A Stablecoin, XRP Road To Global Reserve Currency Status, XRP Chart $$ Paid Promotion",DigPerspectives,11,43,193042,,"Ripple/XRP-CFTC-USDTether Not A Stablecoin, XRP Road To Global Reserve Currency Status, XRP Chart $$ Paid Promotion",Positive
Mon Mar 18 16:06:11 +0000 2024,THIS WEEK. XRP Water Day *LIVE*,xrpmickle,7,23,57344,,THIS WEEK. XRP Water Day *LIVE*,Positive
Mon Mar 18 16:00:00 +0000 2024,Just in: The $XRP price suffered a setback as investors looked to take profits. The Ripple price has risen in the face of the legal challenges faced by Ripple and its executives at the hands of the U.S. Securities and Exchange Commission (SEC).,24hbz,6,7,20174,,Just in: The $XRP price suffered a setback as investors looked to take profits. The Ripple price has risen in the face of the legal challenges faced by Ripple and its executives at the hands of the U.S. Securities and Exchange Commission (SEC).,Negative
Mon Mar 18 13:06:44 +0000 2024,DAY 231 is a platinum sponsor of the Digital Asset Summit in London that begins today. We also see traditional finance like Franklin Templeton attending. The institutions are here for and its comparable to the early days of cloud computing.,ChadSteingraber,63,313,52794,,DAY 231 is a platinum sponsor of the Digital Asset Summit in London that begins today. We also see traditional finance like Franklin Templeton attending. The institutions are here for and its comparable to the early days of cloud computing.,Positive
Mon Mar 18 12:49:35 +0000 2024,"Ripple/XRP-Big Boys Adopting Tech, EU/SEPA=Live-No Price Change?, Proof 3 Letter Agency Controls MSM Paid Promotion",DigPerspectives,25,70,193029,,"Ripple/XRP-Big Boys Adopting Tech, EU/SEPA=Live-No Price Change?, Proof 3 Letter Agency Controls MSM Paid Promotion",Neutral
Mon Mar 18 12:44:14 +0000 2024,Hong Kong CBDC by ?!? Woahhh,RipplePandaXRP,15,71,39505,,Hong Kong CBDC by ?!? Woahhh,Positive
Mon Mar 18 11:02:27 +0000 2024,After grab your issued by Consensys Free mint $SEI $TAO $BNB $SOL $INJ $SUI $ICE,Antonisley1910,1,10,133,,After grab your issued by Consensys Free mint $SEI $TAO $BNB $SOL $INJ $SUI $ICE,Neutral
Mon Mar 18 10:39:06 +0000 2024," I'm starting to see all these $XRP holders on my feed sound like $BSV holders after CW lost his case, you guys need to find other coins to get excited about, if you want to hold a small bag fine, but act like an investor, thesis has been invalidated",Bvcket0fAmpz,0,5,634,,"I'm starting to see all these $XRP holders on my feed sound like $BSV holders after CW lost his case, you guys need to find other coins to get excited about, if you want to hold a small bag fine, but act like an investor, thesis has been invalidated",Negative
Mon Mar 18 10:22:02 +0000 2024,"Exciting news from Xahau and ! Their latest release introduces Remit, a groundbreaking feature enabling atomic multi-asset payments on the XRP Ledger sidechain. A game-changer for retail transactions and beyond!",CollinBrownXRP,22,63,11096,,"Exciting news from Xahau and ! Their latest release introduces Remit, a groundbreaking feature enabling atomic multi-asset payments on the XRP Ledger sidechain. A game-changer for retail transactions and beyond!",Positive
Mon Mar 18 08:51:58 +0000 2024,"BREAKING NEWS: Exciting news in fintech: is now being used in Home Equity Lines of Credit (HELOC) processes, showcasing real-world blockchain application in traditional banking! PROOF:",w_thejazz,320,945,26921,,"BREAKING NEWS: Exciting news in fintech: is now being used in Home Equity Lines of Credit (HELOC) processes, showcasing real-world blockchain application in traditional banking! PROOF:",Positive
Mon Mar 18 07:11:42 +0000 2024,(Update) $XRP is on the Verge of Breakout Expecting 10% to 50% gains soon Upon Breakout,MasterCryptoHq,4,30,177388,,(Update) $XRP is on the Verge of Breakout Expecting 10% to 50% gains soon Upon Breakout,Positive
Mon Mar 18 02:03:01 +0000 2024,HAS BITCOIN &amp; ALTCOINS FOUND THE BOTTOM YET? SOLANA CONTINUES TO PUMP! WATCH FOLLOW ,ThinkingCrypto1,3,21,134267,,HAS BITCOIN &amp; ALTCOINS FOUND THE BOTTOM YET? SOLANA CONTINUES TO PUMP! WATCH FOLLOW,Positive
Mon Mar 18 00:40:18 +0000 2024,WOW! about to sponsor the Digital Asset Summit in London from March 18 to 20! Brad Garlinghouse will also be a speaker! Do you think he might announce something big? It's the same week the AMM goes live,_Crypto_Barbie,168,767,102379,,WOW! about to sponsor the Digital Asset Summit in London from March 18 to 20! Brad Garlinghouse will also be a speaker! Do you think he might announce something big? It's the same week the AMM goes live,Positive
Sun Mar 17 23:58:45 +0000 2024,EXPOSEDWHAT CRYPTO WILL THE BRICS COALITION BE USING???,CryptoHulk19,73,303,52593,,EXPOSEDWHAT CRYPTO WILL THE BRICS COALITION BE USING???,Negative
Sun Mar 17 23:53:45 +0000 2024,"RIPPLE XRP NEW PARTNERS COREUM,COSMO AND LINKS UP 100 BLOCKCHAINS. BTC/ETH KILLER.",CryptoHulk19,54,270,52593,,"RIPPLE XRP NEW PARTNERS COREUM,COSMO AND LINKS UP 100 BLOCKCHAINS. BTC/ETH KILLER.",Positive
Sun Mar 17 21:40:34 +0000 2024,"David Schwartz comments on $XRP and : ''My dream scenario is makes a deal with where all their banks get to use for free, maybe even paying . Fits our $XRP strategy perfectly''.",edward_farina,154,573,161059,,"David Schwartz comments on $XRP and : ''My dream scenario is makes a deal with where all their banks get to use for free, maybe even paying . Fits our $XRP strategy perfectly''.",Positive
Sun Mar 17 20:13:51 +0000 2024,Chief Legal Officer has spotlighted another loss for the SEC as the Fifth Circuit Court pauses climate disclosure rules,XRPcryptowolf,45,234,403429,,Chief Legal Officer has spotlighted another loss for the SEC as the Fifth Circuit Court pauses climate disclosure rules,Positive
Sun Mar 17 18:51:34 +0000 2024,"chads, want something with brains behind it like Schwartz? check  Sompolinsky, the founder &amp; $kas ghostDAG author even feature in the $XRP Whitepaper (highlighted) $eth base consensus on their OLD work $mnt $apt $ftm $vet $ton $agix $inj $tia $sei",captaindwork,3,20,1327,False,"chads, want something with brains behind it like Schwartz? check Sompolinsky, the founder &amp; $kas ghostDAG author even feature in the $XRP Whitepaper (highlighted) $eth base consensus on their OLD work $mnt $apt $ftm $vet $ton $agix $inj $tia $sei",Positive
Sun Mar 17 16:45:13 +0000 2024,""" HAS WATER""  THROUGH THE - WHICH BECOMES PERMANENT ON THE DEX ON MARCH 22, 2024 - WILL FLOOD THE GATES ABSOLUTELY PRECISELY ON ""WORLD WATER DAY 2024"" - DROP BY DROP BRAD KIMES EMPHASIZES THIS CONNECTION IN HIS VIDEO AND",DROPZXRP,79,234,30303,False,""" HAS WATER"" THROUGH THE - WHICH BECOMES PERMANENT ON THE DEX ON MARCH 22, 2024 - WILL FLOOD THE GATES ABSOLUTELY PRECISELY ON ""WORLD WATER DAY 2024"" - DROP BY DROP BRAD KIMES EMPHASIZES THIS CONNECTION IN HIS VIDEO AND",Positive
Sun Mar 17 14:47:09 +0000 2024,"Ripple/XRP-EU/SEPA ""Flip The Switch"" Today, All The World Is A Stage=AMMs, XRP Next Price Cycle Paid Promotion",DigPerspectives,24,105,193029,False,"Ripple/XRP-EU/SEPA ""Flip The Switch"" Today, All The World Is A Stage=AMMs, XRP Next Price Cycle Paid Promotion",Positive
Sun Mar 17 14:13:02 +0000 2024,Will  Help Green Light $XRP For Payments If He Gets Re-Elected?,WorkingMoneyCH,17,64,44215,False,Will Help Green Light $XRP For Payments If He Gets Re-Elected?,Positive
Sun Mar 17 13:26:27 +0000 2024,"2020 Goldman Sachs and Face Criminal Probes, Barr Fires Top Prosecutor; Tries to Replace Him with Banks Former Lawyer, # Jay Clayton",EdsonXRPWINS,14,32,1540,False,"2020 Goldman Sachs and Face Criminal Probes, Barr Fires Top Prosecutor; Tries to Replace Him with Banks Former Lawyer, # Jay Clayton",Negative
Sun Mar 17 11:34:06 +0000 2024,This has always been about the . XLM,DigPerspectives,47,196,193029,False,This has always been about the . XLM,Neutral
Sun Mar 17 04:29:47 +0000 2024,BREAKINGCIRCLE STABLECOIN TO LEAVE XLM STELLAR AND GO TO RIPPLE XRP? Woohoo!!!,CryptoHulk19,135,551,52593,False,BREAKINGCIRCLE STABLECOIN TO LEAVE XLM STELLAR AND GO TO RIPPLE XRP? Woohoo!!!,Positive
Sun Mar 17 04:24:48 +0000 2024,"WARNINGTOP GLOBAL INVESTMENT FIRM REFUSES TO OFFER BITCOIN, BACKED BY NOTHING.",CryptoHulk19,52,223,52593,False,"WARNINGTOP GLOBAL INVESTMENT FIRM REFUSES TO OFFER BITCOIN, BACKED BY NOTHING.",Negative
Sun Mar 17 04:18:17 +0000 2024,WARNINGBANK OF AMERICA LARGEST SINGLE WEEK INFLUX INVESTMENTS IN CRYPTO/STOCKS,CryptoHulk19,48,183,52593,False,WARNINGBANK OF AMERICA LARGEST SINGLE WEEK INFLUX INVESTMENTS IN CRYPTO/STOCKS,Positive
Sun Mar 17 03:22:19 +0000 2024,Pulling these out the archives. Made this in 2022 also. posts 3/25 SOME GREAT POOL REMINDERS IN THESE $XRP,XRP_DigiGold,31,141,47767,,Pulling these out the archives. Made this in 2022 also. posts 3/25 SOME GREAT POOL REMINDERS IN THESE $XRP,Positive
Sun Mar 17 01:59:07 +0000 2024,"Latest Crypto News: BTC, ETH, Memecoins, and Altcoins Pullback! WATCH Follow ",ThinkingCrypto1,12,22,134267,,"Latest Crypto News: BTC, ETH, Memecoins, and Altcoins Pullback! WATCH Follow",Neutral
Sun Mar 17 00:29:34 +0000 2024,Samson Mow Shifts His Financial Focus to Bitcoin ETFs and Energy Equities Follow us and keep up to date with the latest developments for,bhnewsnet,1,7,2741,,Samson Mow Shifts His Financial Focus to Bitcoin ETFs and Energy Equities Follow us and keep up to date with the latest developments for,Neutral
Sat Mar 16 22:08:36 +0000 2024,Brad on why ICOs are corrupt.,XRPXLMVERSE,59,198,10441,,Brad on why ICOs are corrupt.,Negative
Sat Mar 16 20:34:12 +0000 2024,The institutions are eating your assets. This will *MOON* X.R.P.,xrpmickle,30,147,57344,,The institutions are eating your assets. This will *MOON* X.R.P.,Positive
Sat Mar 16 19:54:21 +0000 2024,"Journal article from Indian Institute of Management, Ahmedabad, ""Blockchain in Finance"", says holds ""several large Indian banks"" as customers. Note it does not distinguish between Ripple Payments users and those using (ODL), however.",WKahneman,67,282,80313,,"Journal article from Indian Institute of Management, Ahmedabad, ""Blockchain in Finance"", says holds ""several large Indian banks"" as customers. Note it does not distinguish between Ripple Payments users and those using (ODL), however.",Positive
Sat Mar 16 19:32:23 +0000 2024,"How big a problem has the SEC been to ? Here's celebration the SEC has been blocked in their climate reporting action, despite 's sustained efforts touting their carbon footprint. (You'd think it a competitive advantage?).",WKahneman,39,194,80313,,"How big a problem has the SEC been to ? Here's celebration the SEC has been blocked in their climate reporting action, despite 's sustained efforts touting their carbon footprint. (You'd think it a competitive advantage?).",Neutral
Sat Mar 16 16:59:41 +0000 2024,Bitcoins Rising Influence in Global Investment and Financial Trends Follow us and keep up to date with the latest developments for,bhnewsnet,4,6,2744,False,Bitcoins Rising Influence in Global Investment and Financial Trends Follow us and keep up to date with the latest developments for,Neutral
Sat Mar 16 15:59:28 +0000 2024,"Ripple/XRP-US Secretary Treasurer-USDollar Losing Global Reserve Status,Ripple-XRPL Best Suited For? Paid Promotion",DigPerspectives,18,67,193042,False,"Ripple/XRP-US Secretary Treasurer-USDollar Losing Global Reserve Status,Ripple-XRPL Best Suited For? Paid Promotion",Neutral
Sat Mar 16 14:05:46 +0000 2024,Will We See $XRP Price Fluctuate With Upgrade Finalized On March 18th?,WorkingMoneyCH,52,176,44214,False,Will We See $XRP Price Fluctuate With Upgrade Finalized On March 18th?,Neutral
Sat Mar 16 10:12:17 +0000 2024,$Xrp 1w Some weekend motivation for crew!,THEFLASHTRADING,62,317,83663,False,$Xrp 1w Some weekend motivation for crew!,Positive
Sat Mar 16 01:12:42 +0000 2024,CCIP is generating 6 times as much in daily fees in limited access mainnet in 6 months time as $XRP generates despite having an 11 year head start. Seethe.,Zedzies,15,207,3521,False,CCIP is generating 6 times as much in daily fees in limited access mainnet in 6 months time as $XRP generates despite having an 11 year head start. Seethe.,Negative
Fri Mar 15 22:00:19 +0000 2024,Why the Bitcoin Price Drop is a Healthy Sign for Crypto Investors Watch Live M-F 11am EDT @,AbsGMCrypto,8,16,61292,False,Why the Bitcoin Price Drop is a Healthy Sign for Crypto Investors Watch Live M-F 11am EDT @,Neutral
Fri Mar 15 21:26:54 +0000 2024,Ripple's stablecoins strategy will change the industry. X.R.P Plans within plans...,xrpmickle,25,117,57352,False,Ripple's stablecoins strategy will change the industry. X.R.P Plans within plans...,Positive
Fri Mar 15 20:20:55 +0000 2024,ETHEREUM ONLY TRANSACTS 25% of TRAFFIC AND IS 50 TIMES SLOWER THAN COMPETITORS.,CryptoHulk19,31,161,52592,False,ETHEREUM ONLY TRANSACTS 25% of TRAFFIC AND IS 50 TIMES SLOWER THAN COMPETITORS.,Negative
Fri Mar 15 19:55:14 +0000 2024,BREAKINGEURO GOVERNING COUNCIL ANNOUNCED XRP IS NOT A SECURITY (SOMEONE TELL THE SEC).,CryptoHulk19,90,348,52593,False,BREAKINGEURO GOVERNING COUNCIL ANNOUNCED XRP IS NOT A SECURITY (SOMEONE TELL THE SEC).,Positive
Fri Mar 15 19:52:42 +0000 2024,KABOOMCOREUM AND RIPPLE XRP LEDGER TO JOIN TOGETHER ALL OTHER CRYPTO PLATFORMS.,CryptoHulk19,65,258,52593,False,KABOOMCOREUM AND RIPPLE XRP LEDGER TO JOIN TOGETHER ALL OTHER CRYPTO PLATFORMS.,Positive
Fri Mar 15 19:51:48 +0000 2024,BREAKINGRUSSIA SIGNS LAW TO USE CRYPTO FOR INTERNATIONAL TRADE.,CryptoHulk19,72,327,52593,False,BREAKINGRUSSIA SIGNS LAW TO USE CRYPTO FOR INTERNATIONAL TRADE.,Positive
Fri Mar 15 19:32:04 +0000 2024,"Interview with the legend Jake Claver at 4:00 est.  joins Vibra Finance to talk about the crypto markets, Trusts, LLCs and more",VibraFinance,5,13,3001,False,"Interview with the legend Jake Claver at 4:00 est. joins Vibra Finance to talk about the crypto markets, Trusts, LLCs and more",Neutral
